test_acc,test_loss,train_loss
tensor(0.0784),0.031614090847969054,1718.0010619163513
tensor(0.1269),0.029963521552085877,1643.8679711818695
tensor(0.1698),0.02764217975139618,1599.7372341156006
tensor(0.2034),0.026048445439338683,1559.6676790714264
tensor(0.2051),0.02618141691684723,1523.5236082077026
tensor(0.2517),0.024218171143531798,1493.994467973709
tensor(0.2754),0.022841551542282103,1463.7309510707855
tensor(0.3095),0.02180424246788025,1434.3126289844513
tensor(0.3267),0.021165097999572755,1417.7368140220642
tensor(0.3535),0.020450809574127198,1400.4669468402863
tensor(0.3083),0.022138953876495362,1388.7945144176483
tensor(0.3069),0.021908335757255554,1369.2635769844055
tensor(0.4223),0.018352300643920898,1364.261349439621
tensor(0.4150),0.018329330158233643,1351.088567018509
tensor(0.4114),0.018110387563705446,1344.3066601753235
tensor(0.4339),0.01787912292480469,1337.0845174789429
tensor(0.3662),0.020049382901191713,1330.5463962554932
tensor(0.3929),0.01880957260131836,1324.1552879810333
tensor(0.4356),0.017496813917160035,1317.5574629306793
tensor(0.3928),0.019251825559139252,1316.1683909893036
tensor(0.4304),0.018358257055282594,1311.7193269729614
tensor(0.4394),0.017537830638885497,1309.9321827888489
tensor(0.4730),0.01683807965517044,1306.7105371952057
tensor(0.4011),0.018978448224067686,1299.8886275291443
tensor(0.4273),0.01804174597263336,1297.1874945163727
tensor(0.4391),0.017895464408397673,1296.0608942508698
tensor(0.4622),0.01656995813846588,1295.2297756671906
tensor(0.4851),0.016029416501522065,1291.7950835227966
tensor(0.3855),0.01937885160446167,1293.2375707626343
tensor(0.4362),0.01784854905605316,1287.1233100891113
tensor(0.4222),0.018320218694210053,1285.2861413955688
tensor(0.4723),0.01646295601129532,1284.0837798118591
tensor(0.4165),0.018240521216392518,1284.2540547847748
tensor(0.4483),0.017248212742805483,1279.4723885059357
tensor(0.4495),0.017511610662937164,1278.5432090759277
tensor(0.4607),0.016885244286060332,1280.37619638443
tensor(0.4884),0.016011951076984405,1276.8224024772644
tensor(0.4349),0.017775379395484923,1273.9231514930725
tensor(0.4564),0.017125584423542024,1274.4603130817413
tensor(0.5325),0.014689934647083283,1213.3579423427582
tensor(0.5492),0.013815437805652619,1199.5339591503143
tensor(0.5432),0.01414372137784958,1204.0867388248444
tensor(0.5219),0.014869305109977722,1198.283217906952
tensor(0.5362),0.014538641571998596,1199.7076292037964
tensor(0.5437),0.01453974859714508,1195.6006999015808
tensor(0.5393),0.014469943749904632,1197.9179208278656
tensor(0.5212),0.014848174345493317,1194.937763929367
tensor(0.5452),0.014390047979354859,1193.6180272102356
tensor(0.5384),0.014615311050415039,1191.4565513134003
tensor(0.5424),0.014274781787395477,1189.5500202178955
tensor(0.5549),0.014046735095977782,1190.8407382965088
tensor(0.5221),0.01495157949924469,1189.6228036880493
tensor(0.5195),0.014856712567806244,1181.0258305072784
tensor(0.5359),0.014417871296405793,1189.2079544067383
tensor(0.5383),0.01425030255317688,1184.6312355995178
tensor(0.5547),0.0143696604013443,1184.2650246620178
tensor(0.5489),0.014137496840953827,1180.191478729248
tensor(0.5444),0.014297986114025116,1178.8386726379395
tensor(0.5488),0.01412993402481079,1178.8545005321503
tensor(0.5220),0.01467805109024048,1178.3286707401276
tensor(0.5830),0.01329950132369995,1176.2189571857452
tensor(0.5126),0.015180598545074463,1172.9399237632751
tensor(0.5632),0.013883387064933778,1174.4525701999664
tensor(0.5360),0.014228489470481873,1176.7050321102142
tensor(0.5496),0.013933672082424164,1171.257260799408
tensor(0.5459),0.01423196084499359,1173.3146533966064
tensor(0.5387),0.014239588844776153,1171.7930941581726
tensor(0.5598),0.013753187727928162,1174.1122527122498
tensor(0.5671),0.013573811554908752,1167.981296300888
tensor(0.5605),0.013725998795032501,1163.2521526813507
tensor(0.5623),0.013620021069049835,1167.6332931518555
tensor(0.5584),0.013620940220355987,1162.7069835662842
tensor(0.5727),0.013349896454811097,1168.917531967163
tensor(0.5704),0.01351753146648407,1160.8833594322205
tensor(0.5168),0.015158357763290406,1162.9547414779663
tensor(0.5697),0.01365178016424179,1166.5177257061005
tensor(0.4998),0.0159052371263504,1160.4622974395752
tensor(0.5562),0.014062510526180268,1168.0841035842896
tensor(0.5434),0.014792890453338623,1164.082799911499
tensor(0.6262),0.011851742804050446,1102.1468160152435
tensor(0.6287),0.01156701807975769,1086.2468521595001
tensor(0.6186),0.01199505500793457,1088.1488602161407
tensor(0.6346),0.011632645761966705,1082.031955242157
tensor(0.6145),0.012098832929134369,1083.4229311943054
tensor(0.6236),0.011775958847999573,1081.17023229599
tensor(0.6198),0.01170426869392395,1079.3788957595825
tensor(0.5989),0.012614486610889436,1083.6930572986603
tensor(0.6283),0.011602845799922943,1080.4383766651154
tensor(0.6181),0.011869789850711823,1078.3050224781036
tensor(0.5864),0.012959117436408997,1080.5283749103546
tensor(0.6280),0.011797446346282959,1079.3947513103485
tensor(0.6127),0.012293168950080872,1079.9137997627258
tensor(0.5909),0.012647358703613281,1079.5446923971176
tensor(0.6200),0.01192701849937439,1080.0273809432983
tensor(0.6269),0.011446632134914397,1074.7613480091095
tensor(0.6167),0.012035915625095367,1074.778556585312
tensor(0.6253),0.011833398926258088,1076.0582129955292
tensor(0.5797),0.01310837928056717,1072.2811856269836
tensor(0.6353),0.011498474609851837,1076.6525824069977
tensor(0.6303),0.011712301301956177,1072.1804251670837
