test_acc,test_loss,train_loss
tensor(0.1450),0.028200770950317384,1542.456336259842
tensor(0.2154),0.025466376733779907,1315.1152827739716
tensor(0.2733),0.023221086168289183,1165.7220344543457
tensor(0.3557),0.019907445073127746,1038.1361634731293
tensor(0.3720),0.019459890484809877,924.9336338043213
tensor(0.4386),0.016528195571899416,835.7302882671356
tensor(0.4503),0.01629792529344559,762.8979355096817
tensor(0.4586),0.015652201771736145,715.4340842962265
tensor(0.5048),0.014436587846279145,669.4682468175888
tensor(0.5346),0.0133698606133461,636.6891912221909
tensor(0.5557),0.012601613211631776,604.6584899425507
tensor(0.5331),0.013255999493598939,582.3655771017075
tensor(0.5580),0.012709572565555572,564.4954688549042
tensor(0.5462),0.013351740217208863,544.1842358112335
tensor(0.5520),0.013239336955547333,525.3569318056107
tensor(0.5681),0.012511379778385163,515.4475293755531
tensor(0.5826),0.011895765936374664,504.71383571624756
tensor(0.5607),0.012891022551059722,492.1697293519974
tensor(0.5895),0.01189195431470871,481.6749079823494
tensor(0.5650),0.012894110083580016,474.44592809677124
tensor(0.5769),0.012585628819465637,464.160481095314
tensor(0.5775),0.012755118536949158,455.67764961719513
tensor(0.5998),0.011805565714836121,450.7322716116905
tensor(0.5856),0.01211987452507019,439.45529878139496
tensor(0.5784),0.012505849635601043,434.6342681646347
tensor(0.6105),0.011683159506320954,426.42841029167175
tensor(0.6049),0.011650949156284332,425.35618460178375
tensor(0.6179),0.011257483041286468,417.13307440280914
tensor(0.5738),0.012999179804325104,411.0122761130333
tensor(0.5938),0.01223747718334198,406.3572614789009
tensor(0.5914),0.012118578243255615,403.76101166009903
tensor(0.5925),0.01267144764661789,398.9172983765602
tensor(0.5995),0.011989163094758988,393.95482224226
tensor(0.6133),0.011255193710327148,391.78713381290436
tensor(0.6155),0.011341454780101776,381.60875231027603
tensor(0.5957),0.012374790477752685,386.11855804920197
tensor(0.6085),0.011618666970729828,379.53184020519257
tensor(0.6035),0.011988185143470765,375.7815909385681
tensor(0.6209),0.01119087725877762,371.95495069026947
tensor(0.6935),0.00898390297293663,250.22854191064835
tensor(0.7009),0.00874301798939705,222.52529188990593
tensor(0.6791),0.009653227651119232,214.50363165140152
tensor(0.6775),0.009755612754821777,213.1104001402855
tensor(0.6774),0.009896049904823304,214.03641039133072
tensor(0.6651),0.010285959041118621,219.31784996390343
tensor(0.6700),0.01027153387069702,212.92210245132446
tensor(0.6634),0.010440868932008743,217.8470785021782
tensor(0.6475),0.011287807404994965,217.34141382575035
tensor(0.6535),0.01073886706829071,213.0629800260067
tensor(0.6521),0.010773310941457748,215.59010855853558
tensor(0.6504),0.010951975229382516,217.77098575234413
tensor(0.6595),0.010639032024145127,210.5233991444111
tensor(0.6657),0.010464211922883987,213.3647346496582
tensor(0.6483),0.011090323656797409,203.50348395109177
tensor(0.6763),0.010262487626075744,203.43171533942223
tensor(0.6681),0.010801331371068954,205.3607925772667
tensor(0.6745),0.01036853084564209,202.79480808973312
tensor(0.6492),0.011396990978717804,203.88137423992157
tensor(0.6627),0.010634362351894378,205.0559510588646
tensor(0.6509),0.01143630667924881,196.87392416596413
tensor(0.6580),0.011014903289079666,192.8670794069767
tensor(0.6012),0.013998837184906006,191.35875779390335
tensor(0.6663),0.010948981988430024,192.83741945028305
tensor(0.6590),0.010948888313770295,191.39823061227798
tensor(0.6621),0.011152306824922562,193.21333196759224
tensor(0.6575),0.01102262890934944,189.45699897408485
tensor(0.6621),0.0110268279671669,186.8349947631359
tensor(0.6502),0.011642178428173066,185.9987287223339
tensor(0.6587),0.011186906552314758,186.15348979830742
tensor(0.6686),0.010703498131036758,180.47388300299644
tensor(0.6571),0.011068277353048325,182.57106432318687
tensor(0.6593),0.011170082247257233,181.83939442038536
tensor(0.6707),0.010548941105604172,183.3002735376358
tensor(0.6375),0.012063858771324158,173.4066241979599
tensor(0.6440),0.011563341915607452,186.05102556943893
tensor(0.6535),0.01164449166059494,174.03826750814915
tensor(0.6762),0.010579640394449233,176.94957500696182
tensor(0.6601),0.011132705816626549,176.5093839019537
tensor(0.6544),0.011507822513580322,176.72107261419296
tensor(0.7244),0.008698340332508088,89.9473022595048
tensor(0.7228),0.008914598786830902,61.159748047590256
tensor(0.7275),0.00899567415714264,53.96584714949131
tensor(0.7244),0.009273620790243148,50.60050614178181
tensor(0.7228),0.008834306457638741,46.81635521352291
tensor(0.7158),0.00934165579676628,46.5695083104074
tensor(0.7159),0.009208813381195068,46.15723790600896
tensor(0.7195),0.009221831959486008,47.48249142989516
tensor(0.7167),0.009334405493736268,46.15762069448829
tensor(0.7077),0.009654448014497757,51.176940351724625
tensor(0.7131),0.009765072536468506,50.27348690107465
tensor(0.7153),0.009426135089993477,50.891515642404556
tensor(0.6877),0.01041054499745369,56.81818959861994
tensor(0.6902),0.010465961819887161,61.752585008740425
tensor(0.6981),0.010204101407527923,63.41981868818402
tensor(0.6993),0.01023672177195549,69.09917936474085
tensor(0.6942),0.010269743275642396,71.25628267973661
tensor(0.6862),0.010551355463266373,71.01947490870953
tensor(0.6842),0.010901656138896942,77.69395233690739
tensor(0.6921),0.010675102835893631,78.45257557928562
tensor(0.6834),0.010728951984643936,79.95174502581358
