test_acc,test_loss,train_loss
tensor(0.1611),0.027933276391029358,1529.5816535949707
tensor(0.2218),0.02548641197681427,1299.5718924999237
tensor(0.2801),0.023174462532997132,1154.4210414886475
tensor(0.3579),0.019250057995319366,1030.14706325531
tensor(0.3834),0.01869501588344574,921.8112052679062
tensor(0.4424),0.016483973944187165,831.3545508384705
tensor(0.4747),0.015414057075977325,766.0286550521851
tensor(0.4875),0.015051431787014008,716.0632116794586
tensor(0.5022),0.014435164630413055,672.4053001403809
tensor(0.5249),0.013865529835224152,634.1249170303345
tensor(0.5299),0.013813088434934616,607.248696565628
tensor(0.5747),0.01231613209247589,583.6944757699966
tensor(0.5323),0.013662697780132294,563.8195255994797
tensor(0.5549),0.013029639840126037,547.1330667734146
tensor(0.5636),0.012644046270847321,528.5843599438667
tensor(0.5468),0.013133808588981628,520.2226879000664
tensor(0.5983),0.011448678410053254,508.27617996931076
tensor(0.5800),0.012180127358436585,496.2781391143799
tensor(0.5740),0.012451256608963013,484.21354615688324
tensor(0.5534),0.013146834468841552,475.12424463033676
tensor(0.5744),0.01286690491437912,466.7115495800972
tensor(0.5716),0.012955184769630432,453.3951458930969
tensor(0.6050),0.011444282871484756,450.01099795103073
tensor(0.5869),0.012782480347156525,441.66875970363617
tensor(0.6228),0.010903826892375946,433.8904393315315
tensor(0.6047),0.0116764106631279,427.2302785515785
tensor(0.6119),0.011294002962112427,424.354104578495
tensor(0.5985),0.012054748010635377,417.9043290615082
tensor(0.5838),0.01251171554327011,411.73453015089035
tensor(0.6088),0.011629684519767761,407.0858259797096
tensor(0.6153),0.011362917828559875,401.48745489120483
tensor(0.6188),0.011302694272994995,394.95184057950974
tensor(0.6104),0.011960618269443512,394.73115134239197
tensor(0.6112),0.011665142852067947,388.48668295145035
tensor(0.5866),0.012598040986061097,386.03524070978165
tensor(0.6126),0.011561458057165146,386.20582342147827
tensor(0.5661),0.013692789840698242,378.3485112786293
tensor(0.6161),0.011424356818199158,377.9011109471321
tensor(0.5898),0.012775131452083588,374.0261442065239
tensor(0.6962),0.00896106482744217,254.0605287849903
tensor(0.6837),0.009447601145505906,220.7779443860054
tensor(0.6803),0.00979853904247284,216.05052089691162
tensor(0.6811),0.00966192938387394,209.47531014680862
tensor(0.6755),0.009822848814725876,213.14423114061356
tensor(0.6631),0.010223098152875901,217.48445957899094
tensor(0.6569),0.010696254813671112,215.41072139143944
tensor(0.6652),0.010340384995937348,217.48890760540962
tensor(0.6527),0.01089782943725586,214.58119133114815
tensor(0.6619),0.010569000005722046,216.6281175017357
tensor(0.6653),0.01060371036529541,215.42011034488678
tensor(0.6771),0.009926805335283279,216.789291203022
tensor(0.6543),0.011037303882837296,208.24204495549202
tensor(0.6746),0.01008741701245308,208.63288414478302
tensor(0.6706),0.010603227764368056,209.47888574004173
tensor(0.6653),0.010474216610193253,204.1721826195717
tensor(0.6593),0.01068456083536148,202.7536710202694
tensor(0.6687),0.010576477068662644,206.48103114962578
tensor(0.6505),0.011402471542358399,200.95685750246048
tensor(0.6666),0.01051530932188034,195.93454560637474
tensor(0.6582),0.011227768296003342,193.88145712018013
tensor(0.6454),0.011462190544605256,198.16430342197418
tensor(0.6564),0.011115535348653793,193.87229228019714
tensor(0.6548),0.011323293030261994,192.557219684124
tensor(0.6595),0.010996080362796784,188.9672434926033
tensor(0.6644),0.010674663829803466,190.29569393396378
tensor(0.6568),0.01103431710600853,188.9692256897688
tensor(0.6593),0.011265151381492615,185.0042274594307
tensor(0.6585),0.011232293778657913,185.1808196902275
tensor(0.6457),0.01183528634905815,181.72044000029564
tensor(0.6485),0.011327706789970398,181.22083234786987
tensor(0.6475),0.011452616500854492,179.79336288571358
tensor(0.6475),0.011685157763957977,177.43864150345325
tensor(0.6576),0.011491744297742844,178.16090899705887
tensor(0.6585),0.011289257258176803,181.7757247388363
tensor(0.6529),0.01167334555387497,177.5440989136696
tensor(0.6625),0.011204745966196061,177.1372847557068
tensor(0.6651),0.011046101009845734,178.9449428319931
tensor(0.6508),0.011628355407714844,175.98228842020035
tensor(0.6667),0.011016351705789566,169.93669855594635
tensor(0.7157),0.008995530700683594,90.11192213743925
tensor(0.7216),0.008955099183320998,61.541861698031425
tensor(0.7241),0.009049622118473053,52.70098306983709
tensor(0.7244),0.008957113093137741,50.612060099840164
tensor(0.7181),0.00936976284980774,47.21410625055432
tensor(0.7192),0.00920049872994423,44.13717069849372
tensor(0.7221),0.009208020776510239,46.43020357936621
tensor(0.7112),0.009548433858156204,44.80158723145723
tensor(0.7196),0.009506436693668366,47.15813472867012
tensor(0.7102),0.009630620574951171,47.81041548028588
tensor(0.7079),0.009764680117368698,48.73250650987029
tensor(0.7017),0.009938788360357284,50.04574467614293
tensor(0.6991),0.010076106035709381,58.00407871976495
tensor(0.6953),0.010340328335762023,60.05328021943569
tensor(0.6895),0.010693493604660034,62.26400438696146
tensor(0.6831),0.010829454135894775,70.05365686863661
tensor(0.6972),0.010262617403268814,68.47649656236172
tensor(0.6710),0.011114826726913453,71.80107869207859
tensor(0.6998),0.010203497457504273,79.03938779979944
tensor(0.6847),0.010446148723363876,80.90335261821747
tensor(0.6861),0.010945020085573196,78.94557495415211
